transaction_id,customer_id,product_id,quantity,transaction_date,payment_method,price,total_price
TRANS01336,CUST0970,PROD0358,3,2025-04-03 21:52:58.389694,Credit Card,737.67,2213.0099999999998
TRANS01337,CUST0110,PROD0487,4,2025-01-23 21:52:58.389697,Credit Card,693.42,2773.68
TRANS01338,CUST0337,PROD0341,4,2024-09-26 21:52:58.389700,Debit Card,364.23,1456.92
TRANS01339,CUST0122,PROD0240,1,2025-06-08 21:52:58.389704,Debit Card,388.96,388.96
TRANS01340,CUST0704,PROD0464,3,2025-05-18 21:52:58.389707,Credit Card,206.65,619.95
TRANS01341,CUST0446,PROD0367,3,2024-09-20 21:52:58.389710,Credit Card,16.4,49.199999999999996
TRANS01342,CUST0610,PROD0341,4,2024-09-21 21:52:58.389713,Boleto,364.23,1456.92
TRANS01343,CUST0290,PROD0097,4,2024-12-17 21:52:58.389717,Credit Card,912.23,3648.92
TRANS01344,CUST0670,PROD0061,2,2025-02-12 21:52:58.389720,Credit Card,291.7,583.4
TRANS01345,CUST0411,PROD0263,3,2025-01-25 21:52:58.389723,Debit Card,135.67,407.01
TRANS01346,CUST0614,PROD0112,1,2025-06-24 21:52:58.389726,Credit Card,588.7,588.7
TRANS01347,CUST0896,PROD0428,3,2024-11-19 21:52:58.389729,Credit Card,238.77,716.3100000000001
TRANS01348,CUST0280,PROD0145,4,2024-12-20 21:52:58.389733,Credit Card,737.02,2948.08
TRANS01349,CUST0042,PROD0215,2,2025-03-17 21:52:58.389736,Debit Card,602.58,1205.16
TRANS01350,CUST0485,PROD0255,3,2024-11-06 21:52:58.389739,Credit Card,545.86,1637.58
TRANS01351,CUST0595,PROD0315,1,2025-02-26 21:52:58.389742,Boleto,582.58,582.58
TRANS01352,CUST0962,PROD0315,4,2024-08-11 21:52:58.389745,Credit Card,582.58,2330.32
TRANS01353,CUST0702,PROD0361,2,2024-07-20 21:52:58.389749,Debit Card,141.85,283.7
TRANS01354,CUST0050,PROD0257,3,2024-08-31 21:52:58.389752,Credit Card,55.13,165.39000000000001
TRANS01355,CUST0897,PROD0193,1,2025-02-14 21:52:58.389755,Credit Card,816.24,816.24
TRANS01356,CUST0209,PROD0346,4,2024-12-15 21:52:58.389758,Debit Card,557.94,2231.76
TRANS01357,CUST0125,PROD0013,1,2024-09-12 21:52:58.389762,Credit Card,782.02,782.02
TRANS01358,CUST0491,PROD0303,3,2025-05-30 21:52:58.389765,Debit Card,248.26,744.78
TRANS01359,CUST0508,PROD0102,4,2024-09-03 21:52:58.389768,Credit Card,705.09,2820.36
TRANS01360,CUST0959,PROD0244,3,2025-06-30 21:52:58.389771,Credit Card,71.42,214.26
TRANS01361,CUST0969,PROD0244,2,2024-09-24 21:52:58.389774,Debit Card,71.42,142.84
TRANS01362,CUST0580,PROD0311,3,2024-08-20 21:52:58.389778,Debit Card,801.17,2403.5099999999998
TRANS01363,CUST0776,PROD0267,2,2024-08-06 21:52:58.389781,Credit Card,364.56,729.12
TRANS01364,CUST0257,PROD0223,3,2025-05-09 21:52:58.389784,Boleto,192.99,578.97
TRANS01365,CUST0929,PROD0219,1,2025-04-23 21:52:58.389787,Credit Card,609.04,609.04
TRANS01366,CUST0187,PROD0310,1,2024-10-08 21:52:58.389791,Credit Card,189.08,189.08
TRANS01367,CUST0229,PROD0411,4,2024-12-21 21:52:58.389794,Credit Card,652.89,2611.56
TRANS01368,CUST0188,PROD0365,1,2025-06-07 21:52:58.389797,Credit Card,518.57,518.57
TRANS01369,CUST0414,PROD0216,1,2025-04-12 21:52:58.389800,Credit Card,420.0,420.0
TRANS01370,CUST0009,PROD0003,2,2024-11-09 21:52:58.389803,Debit Card,561.01,1122.02
TRANS01371,CUST0113,PROD0473,1,2025-03-03 21:52:58.389807,Credit Card,382.91,382.91
TRANS01372,CUST0075,PROD0035,2,2025-05-05 21:52:58.389810,Credit Card,987.46,1974.92
TRANS01373,CUST0675,PROD0177,2,2024-09-19 21:52:58.389813,Boleto,876.38,1752.76
TRANS01374,CUST0501,PROD0386,2,2024-10-17 21:52:58.389816,Credit Card,891.75,1783.5
TRANS01375,CUST0084,PROD0256,3,2025-01-29 21:52:58.389820,Credit Card,649.12,1947.3600000000001
TRANS01376,CUST0048,PROD0016,2,2024-08-18 21:52:58.389823,Credit Card,715.02,1430.04
TRANS01377,CUST0494,PROD0198,3,2024-12-31 21:52:58.389826,Credit Card,387.14,1161.42
TRANS01378,CUST0837,PROD0317,2,2024-08-04 21:52:58.389829,Credit Card,806.12,1612.24
TRANS01379,CUST0688,PROD0047,3,2025-04-02 21:52:58.389833,Credit Card,322.09,966.27
TRANS01380,CUST0386,PROD0061,4,2025-04-07 21:52:58.389836,Debit Card,291.7,1166.8
TRANS01381,CUST0969,PROD0068,4,2024-07-23 21:52:58.389839,Debit Card,116.96,467.84
TRANS01382,CUST0388,PROD0146,3,2024-11-24 21:52:58.389842,Debit Card,216.74,650.22
TRANS01383,CUST0217,PROD0358,4,2024-10-10 21:52:58.389846,Debit Card,737.67,2950.68
TRANS01384,CUST0700,PROD0365,1,2024-08-22 21:52:58.389849,Credit Card,518.57,518.57
TRANS01385,CUST0980,PROD0161,2,2025-04-02 21:52:58.389852,Credit Card,159.93,319.86
TRANS01386,CUST0345,PROD0226,3,2025-06-12 21:52:58.389855,Debit Card,766.06,2298.18
TRANS01387,CUST0229,PROD0432,4,2025-02-10 21:52:58.389859,Credit Card,146.74,586.96
TRANS01388,CUST0254,PROD0463,4,2024-10-17 21:52:58.389862,Credit Card,276.47,1105.88
TRANS01389,CUST0235,PROD0487,1,2024-11-19 21:52:58.389865,Debit Card,693.42,693.42
TRANS01390,CUST0025,PROD0497,2,2024-12-22 21:52:58.389869,Credit Card,862.8,1725.6
TRANS01391,CUST0583,PROD0430,1,2024-11-14 21:52:58.389872,Debit Card,263.63,263.63
TRANS01392,CUST0260,PROD0486,3,2025-04-15 21:52:58.389875,Credit Card,155.23,465.68999999999994
TRANS01393,CUST0765,PROD0346,4,2025-03-30 21:52:58.389879,Boleto,557.94,2231.76
TRANS01394,CUST0270,PROD0488,4,2024-09-14 21:52:58.389882,Debit Card,945.57,3782.28
TRANS01395,CUST0122,PROD0229,4,2025-03-25 21:52:58.389885,Credit Card,669.86,2679.44
TRANS01396,CUST0655,PROD0369,1,2025-06-23 21:52:58.389889,Debit Card,292.77,292.77
TRANS01397,CUST0256,PROD0177,1,2024-09-27 21:52:58.389892,Debit Card,876.38,876.38
TRANS01398,CUST0655,PROD0344,2,2024-11-07 21:52:58.389895,Debit Card,169.84,339.68
TRANS01399,CUST0420,PROD0409,3,2024-10-23 21:52:58.389898,Credit Card,813.75,2441.25
TRANS01400,CUST0258,PROD0055,2,2024-07-27 21:52:58.389902,Credit Card,874.13,1748.26
TRANS01401,CUST0947,PROD0077,2,2024-12-20 21:52:58.389905,Credit Card,241.4,482.8
TRANS01402,CUST0046,PROD0269,4,2025-05-23 21:52:58.389908,Credit Card,687.47,2749.88
TRANS01403,CUST0862,PROD0205,1,2025-06-20 21:52:58.389912,Boleto,57.88,57.88
TRANS01404,CUST0524,PROD0280,3,2024-08-28 21:52:58.389915,Credit Card,421.29,1263.8700000000001
TRANS01405,CUST0887,PROD0227,2,2025-07-15 21:52:58.389918,Credit Card,528.17,1056.34
TRANS01406,CUST0207,PROD0387,3,2025-05-10 21:52:58.389922,Credit Card,600.98,1802.94
TRANS01407,CUST0310,PROD0238,4,2025-02-19 21:52:58.389925,Bank Transfer,516.59,2066.36
TRANS01408,CUST0746,PROD0462,2,2024-09-01 21:52:58.389928,Debit Card,411.27,822.54
TRANS01409,CUST0148,PROD0287,1,2024-08-23 21:52:58.389931,Debit Card,731.37,731.37
TRANS01410,CUST0833,PROD0081,2,2025-03-09 21:52:58.389935,Bank Transfer,503.15,1006.3
TRANS01411,CUST0437,PROD0333,4,2025-04-25 21:52:58.389938,Bank Transfer,880.81,3523.24
TRANS01412,CUST0154,PROD0249,2,2025-06-05 21:52:58.389941,Debit Card,562.29,1124.58
TRANS01413,CUST0677,PROD0192,4,2025-02-11 21:52:58.389944,Credit Card,95.27,381.08
TRANS01414,CUST0089,PROD0105,2,2025-02-10 21:52:58.389947,Credit Card,401.98,803.96
TRANS01415,CUST0697,PROD0188,3,2025-04-01 21:52:58.389951,Debit Card,811.58,2434.7400000000002
TRANS01416,CUST0829,PROD0275,1,2024-10-06 21:52:58.389954,Credit Card,14.15,14.15
TRANS01417,CUST0357,PROD0073,4,2025-01-10 21:52:58.389957,Debit Card,66.46,265.84
TRANS01418,CUST0173,PROD0009,3,2025-04-03 21:52:58.389960,Credit Card,653.29,1959.87
TRANS01419,CUST0216,PROD0122,4,2025-03-27 21:52:58.389964,Debit Card,361.18,1444.72
TRANS01420,CUST0906,PROD0215,2,2025-03-06 21:52:58.389967,Credit Card,602.58,1205.16
TRANS01421,CUST0455,PROD0289,4,2024-10-19 21:52:58.389970,Credit Card,399.22,1596.88
TRANS01422,CUST0775,PROD0444,4,2025-03-29 21:52:58.389973,Debit Card,935.2,3740.8
TRANS01423,CUST0608,PROD0475,1,2025-05-05 21:52:58.389976,Credit Card,71.81,71.81
TRANS01424,CUST0628,PROD0410,3,2024-08-05 21:52:58.389980,Debit Card,23.72,71.16
TRANS01425,CUST0198,PROD0039,2,2024-09-27 21:52:58.389983,Debit Card,995.61,1991.22
TRANS01426,CUST0831,PROD0192,1,2025-02-24 21:52:58.389986,Boleto,95.27,95.27
TRANS01427,CUST0485,PROD0126,4,2024-10-30 21:52:58.389990,Bank Transfer,420.68,1682.72
TRANS01428,CUST0532,PROD0288,1,2024-11-14 21:52:58.389993,Credit Card,322.21,322.21
TRANS01429,CUST0199,PROD0451,4,2024-08-11 21:52:58.389996,Debit Card,139.41,557.64
TRANS01430,CUST0370,PROD0070,2,2025-02-12 21:52:58.390000,Credit Card,589.71,1179.42
TRANS01431,CUST0958,PROD0136,4,2025-02-18 21:52:58.390003,Credit Card,159.92,639.68
TRANS01432,CUST0852,PROD0143,1,2025-05-18 21:52:58.390006,Debit Card,397.83,397.83
TRANS01433,CUST0447,PROD0388,1,2025-04-22 21:52:58.390009,Debit Card,812.06,812.06
TRANS01434,CUST0247,PROD0353,4,2025-01-06 21:52:58.390012,Credit Card,568.25,2273.0
TRANS01435,CUST0787,PROD0379,3,2024-08-24 21:52:58.390016,Credit Card,413.29,1239.8700000000001
TRANS01436,CUST0263,PROD0406,1,2025-01-16 21:52:58.390019,Bank Transfer,221.85,221.85
TRANS01437,CUST0057,PROD0298,3,2024-10-03 21:52:58.390022,Credit Card,82.01,246.03000000000003
TRANS01438,CUST0301,PROD0369,3,2024-10-17 21:52:58.390025,Bank Transfer,292.77,878.31
TRANS01439,CUST0030,PROD0344,3,2024-11-04 21:52:58.390029,Debit Card,169.84,509.52
TRANS01440,CUST0497,PROD0440,3,2025-07-10 21:52:58.390032,Credit Card,416.58,1249.74
TRANS01441,CUST0248,PROD0434,1,2025-03-13 21:52:58.390035,Credit Card,505.06,505.06
TRANS01442,CUST0604,PROD0268,1,2025-04-25 21:52:58.390038,Credit Card,989.61,989.61
TRANS01443,CUST0776,PROD0383,3,2025-06-19 21:52:58.390042,Bank Transfer,32.34,97.02000000000001
TRANS01444,CUST0270,PROD0407,1,2024-10-24 21:52:58.390045,Bank Transfer,290.45,290.45
TRANS01445,CUST0605,PROD0138,3,2024-10-07 21:52:58.390048,Debit Card,605.79,1817.37
TRANS01446,CUST0665,PROD0051,3,2024-11-08 21:52:58.390051,Credit Card,582.71,1748.13
TRANS01447,CUST0393,PROD0498,3,2025-01-10 21:52:58.390055,Debit Card,145.93,437.79
TRANS01448,CUST0796,PROD0016,4,2024-09-21 21:52:58.390058,Credit Card,715.02,2860.08
TRANS01449,CUST0501,PROD0164,2,2025-05-09 21:52:58.390061,Debit Card,89.81,179.62
TRANS01450,CUST0591,PROD0012,1,2024-09-01 21:52:58.390064,Credit Card,731.65,731.65
TRANS01451,CUST0803,PROD0189,1,2024-08-25 21:52:58.390068,Bank Transfer,951.03,951.03
TRANS01452,CUST0083,PROD0474,3,2025-04-09 21:52:58.390071,Debit Card,345.85,1037.5500000000002
TRANS01453,CUST0364,PROD0339,4,2025-01-05 21:52:58.390074,Credit Card,488.96,1955.84
TRANS01454,CUST0885,PROD0352,4,2024-12-02 21:52:58.390077,Bank Transfer,782.41,3129.64
TRANS01455,CUST0548,PROD0361,1,2025-01-16 21:52:58.390081,Credit Card,141.85,141.85
TRANS01456,CUST0341,PROD0351,3,2024-08-24 21:52:58.390084,Credit Card,361.28,1083.84
TRANS01457,CUST0838,PROD0263,1,2025-04-15 21:52:58.390087,Credit Card,135.67,135.67
TRANS01458,CUST0406,PROD0311,3,2025-02-24 21:52:58.390090,Debit Card,801.17,2403.5099999999998
TRANS01459,CUST0424,PROD0220,3,2024-12-26 21:52:58.390094,Bank Transfer,228.28,684.84
TRANS01460,CUST0743,PROD0103,2,2025-03-07 21:52:58.390097,Bank Transfer,338.04,676.08
TRANS01461,CUST0092,PROD0338,3,2024-10-23 21:52:58.390100,Debit Card,672.53,2017.59
TRANS01462,CUST0847,PROD0197,2,2025-03-05 21:52:58.390103,Credit Card,647.52,1295.04
TRANS01463,CUST0613,PROD0299,1,2025-01-19 21:52:58.390107,Credit Card,287.79,287.79
TRANS01464,CUST0411,PROD0443,1,2025-01-12 21:52:58.390110,Credit Card,649.15,649.15
TRANS01465,CUST0431,PROD0358,4,2025-06-29 21:52:58.390113,Bank Transfer,737.67,2950.68
TRANS01466,CUST0677,PROD0367,2,2024-08-28 21:52:58.390116,Boleto,16.4,32.8
TRANS01467,CUST0158,PROD0168,1,2025-04-11 21:52:58.390120,Credit Card,830.15,830.15
TRANS01468,CUST0013,PROD0148,2,2025-06-13 21:52:58.390123,Debit Card,556.84,1113.68
TRANS01469,CUST0372,PROD0248,1,2024-09-20 21:52:58.390126,Debit Card,879.25,879.25
TRANS01470,CUST0224,PROD0255,2,2024-07-31 21:52:58.390129,Credit Card,545.86,1091.72
TRANS01471,CUST0504,PROD0469,2,2025-01-11 21:52:58.390133,Debit Card,898.03,1796.06
TRANS01472,CUST0072,PROD0041,3,2024-08-04 21:52:58.390136,Bank Transfer,814.35,2443.05
TRANS01473,CUST0248,PROD0201,1,2025-03-28 21:52:58.390139,Credit Card,903.38,903.38
TRANS01474,CUST0510,PROD0457,4,2024-11-12 21:52:58.390142,Bank Transfer,319.07,1276.28
TRANS01475,CUST0602,PROD0243,3,2025-05-07 21:52:58.390146,Credit Card,510.64,1531.92
TRANS01476,CUST0215,PROD0156,4,2024-09-11 21:52:58.390149,Credit Card,570.19,2280.76
TRANS01477,CUST0972,PROD0463,2,2024-08-24 21:52:58.390152,Credit Card,276.47,552.94
TRANS01478,CUST0601,PROD0448,3,2024-12-17 21:52:58.390156,Bank Transfer,694.74,2084.2200000000003
TRANS01479,CUST0540,PROD0400,2,2024-09-11 21:52:58.390159,Credit Card,432.23,864.46
TRANS01480,CUST0946,PROD0285,1,2025-03-31 21:52:58.390162,Debit Card,957.15,957.15
TRANS01481,CUST0816,PROD0281,1,2025-01-21 21:52:58.390165,Debit Card,33.76,33.76
TRANS01482,CUST0938,PROD0436,4,2024-12-01 21:52:58.390168,Credit Card,246.68,986.72
TRANS01483,CUST0987,PROD0380,1,2025-06-28 21:52:58.390172,Bank Transfer,526.16,526.16
TRANS01484,CUST0219,PROD0237,4,2024-08-29 21:52:58.390175,Credit Card,403.82,1615.28
TRANS01485,CUST0839,PROD0018,2,2024-11-11 21:52:58.390178,Bank Transfer,261.94,523.88
TRANS01486,CUST0726,PROD0052,3,2024-12-20 21:52:58.390181,Credit Card,696.49,2089.4700000000003
TRANS01487,CUST0220,PROD0084,1,2024-12-13 21:52:58.390185,Debit Card,314.69,314.69
TRANS01488,CUST0388,PROD0272,2,2024-12-28 21:52:58.390188,Debit Card,388.32,776.64
TRANS01489,CUST0553,PROD0429,3,2024-11-02 21:52:58.390191,Bank Transfer,898.41,2695.23
TRANS01490,CUST0646,PROD0359,2,2025-04-02 21:52:58.390194,Credit Card,614.01,1228.02
TRANS01491,CUST0041,PROD0212,4,2024-09-09 21:52:58.390197,Debit Card,827.67,3310.68
TRANS01492,CUST0675,PROD0436,2,2024-10-19 21:52:58.390201,Credit Card,246.68,493.36
TRANS01493,CUST0872,PROD0360,4,2024-10-19 21:52:58.390204,Credit Card,493.3,1973.2
TRANS01494,CUST0282,PROD0103,4,2025-03-18 21:52:58.390207,Credit Card,338.04,1352.16
TRANS01495,CUST0057,PROD0191,1,2024-11-14 21:52:58.390211,Credit Card,982.7,982.7
TRANS01496,CUST0813,PROD0428,4,2025-05-12 21:52:58.390214,Bank Transfer,238.77,955.08
TRANS01497,CUST0833,PROD0176,4,2024-12-01 21:52:58.390217,Debit Card,133.1,532.4
TRANS01498,CUST0536,PROD0146,2,2025-03-02 21:52:58.390220,Credit Card,216.74,433.48
TRANS01499,CUST0072,PROD0379,4,2025-01-04 21:52:58.390223,Bank Transfer,413.29,1653.16
TRANS01500,CUST0884,PROD0454,4,2025-01-04 21:52:58.390227,Credit Card,579.31,2317.24
TRANS01501,CUST0922,PROD0080,2,2025-02-21 21:52:58.390230,Debit Card,51.16,102.32
TRANS01502,CUST0128,PROD0192,3,2025-02-22 21:52:58.390233,Bank Transfer,95.27,285.81
TRANS01503,CUST0598,PROD0036,1,2025-05-06 21:52:58.390236,Bank Transfer,449.66,449.66
TRANS01504,CUST0841,PROD0376,2,2024-07-28 21:52:58.390239,Credit Card,100.51,201.02
TRANS01505,CUST0425,PROD0325,4,2025-01-06 21:52:58.390243,Debit Card,524.42,2097.68
TRANS01506,CUST0947,PROD0153,2,2025-06-03 21:52:58.390246,Credit Card,804.98,1609.96
TRANS01507,CUST0664,PROD0129,3,2025-02-10 21:52:58.390249,Bank Transfer,447.61,1342.83
TRANS01508,CUST0693,PROD0058,2,2025-07-01 21:52:58.390252,Debit Card,622.98,1245.96
TRANS01509,CUST0124,PROD0223,2,2025-04-30 21:52:58.390255,Debit Card,192.99,385.98
TRANS01510,CUST0066,PROD0248,2,2025-05-26 21:52:58.390259,Credit Card,879.25,1758.5
TRANS01511,CUST0005,PROD0239,2,2025-07-15 21:52:58.390262,Debit Card,488.46,976.92
TRANS01512,CUST0636,PROD0373,4,2024-11-27 21:52:58.390265,Debit Card,942.06,3768.24
TRANS01513,CUST0313,PROD0388,2,2025-05-17 21:52:58.390268,Debit Card,812.06,1624.12
TRANS01514,CUST0325,PROD0292,3,2025-03-07 21:52:58.390271,Debit Card,187.24,561.72
TRANS01515,CUST0564,PROD0286,2,2025-05-26 21:52:58.390275,Boleto,603.37,1206.74
TRANS01516,CUST0577,PROD0203,2,2024-09-23 21:52:58.390278,Debit Card,224.17,448.34
TRANS01517,CUST0825,PROD0098,4,2025-01-18 21:52:58.390281,Credit Card,30.72,122.88
TRANS01518,CUST0505,PROD0349,4,2025-06-16 21:52:58.390284,Bank Transfer,744.85,2979.4
TRANS01519,CUST0081,PROD0175,2,2025-02-12 21:52:58.390288,Credit Card,941.47,1882.94
TRANS01520,CUST0598,PROD0261,4,2025-03-18 21:52:58.390291,Debit Card,86.42,345.68
TRANS01521,CUST0001,PROD0270,4,2025-05-27 21:52:58.390294,Bank Transfer,949.49,3797.96
TRANS01522,CUST0203,PROD0142,2,2025-04-13 21:52:58.390297,Credit Card,135.56,271.12
TRANS01523,CUST0661,PROD0188,4,2025-01-22 21:52:58.390300,Bank Transfer,811.58,3246.32
TRANS01524,CUST0804,PROD0271,1,2025-07-06 21:52:58.390304,Debit Card,151.13,151.13
TRANS01525,CUST0403,PROD0019,1,2025-07-05 21:52:58.390307,Debit Card,22.77,22.77
TRANS01526,CUST0102,PROD0332,1,2024-07-27 21:52:58.390310,Credit Card,949.78,949.78
TRANS01527,CUST0535,PROD0299,4,2025-06-02 21:52:58.390313,Credit Card,287.79,1151.16
TRANS01528,CUST0367,PROD0425,1,2024-09-30 21:52:58.390316,Boleto,294.35,294.35
TRANS01529,CUST0211,PROD0045,3,2024-12-24 21:52:58.390320,Credit Card,675.78,2027.34
TRANS01530,CUST0576,PROD0094,1,2024-12-10 21:52:58.390323,Debit Card,704.72,704.72
TRANS01531,CUST0960,PROD0417,3,2024-08-23 21:52:58.390326,Credit Card,887.31,2661.93
TRANS01532,CUST0208,PROD0063,4,2024-11-03 21:52:58.390330,Credit Card,620.93,2483.72
TRANS01533,CUST0762,PROD0412,1,2024-11-11 21:52:58.390333,Debit Card,672.19,672.19
TRANS01534,CUST0896,PROD0130,3,2025-06-26 21:52:58.390336,Credit Card,651.75,1955.25
TRANS01535,CUST0116,PROD0008,4,2025-06-06 21:52:58.390339,Boleto,919.21,3676.84
TRANS01536,CUST0627,PROD0458,1,2024-10-12 21:52:58.390342,Debit Card,433.19,433.19
TRANS01537,CUST0748,PROD0202,2,2024-10-13 21:52:58.390346,Debit Card,389.38,778.76
TRANS01538,CUST0477,PROD0408,1,2025-01-03 21:52:58.390349,Credit Card,406.31,406.31
TRANS01539,CUST0104,PROD0469,1,2025-05-07 21:52:58.390352,Boleto,898.03,898.03
TRANS01540,CUST0494,PROD0297,1,2024-10-20 21:52:58.390355,Credit Card,923.21,923.21
TRANS01541,CUST0770,PROD0173,2,2024-08-16 21:52:58.390359,Debit Card,785.63,1571.26
TRANS01542,CUST0045,PROD0072,3,2025-05-05 21:52:58.390369,Credit Card,95.17,285.51
TRANS01543,CUST0822,PROD0083,3,2024-09-12 21:52:58.390372,Credit Card,259.79,779.3700000000001
TRANS01544,CUST0330,PROD0058,2,2024-12-30 21:52:58.390376,Debit Card,622.98,1245.96
TRANS01545,CUST0215,PROD0020,1,2025-05-02 21:52:58.390379,Debit Card,544.9,544.9
TRANS01546,CUST0981,PROD0457,1,2024-10-15 21:52:58.390382,Credit Card,319.07,319.07
TRANS01547,CUST0959,PROD0405,1,2024-10-07 21:52:58.390385,Credit Card,522.9,522.9
TRANS01548,CUST0491,PROD0156,3,2025-02-21 21:52:58.390389,Debit Card,570.19,1710.5700000000002
TRANS01549,CUST0812,PROD0318,3,2025-07-04 21:52:58.390392,Credit Card,867.76,2603.2799999999997
TRANS01550,CUST0921,PROD0328,2,2024-07-19 21:52:58.390395,Credit Card,678.7,1357.4
TRANS01551,CUST0844,PROD0060,4,2025-03-10 21:52:58.390398,Credit Card,35.43,141.72
TRANS01552,CUST0448,PROD0063,2,2024-11-29 21:52:58.390401,Credit Card,620.93,1241.86
TRANS01553,CUST0535,PROD0324,3,2025-04-23 21:52:58.390405,Credit Card,408.71,1226.1299999999999
TRANS01554,CUST0510,PROD0167,1,2025-02-05 21:52:58.390408,Credit Card,590.76,590.76
TRANS01555,CUST0457,PROD0202,1,2024-07-17 21:52:58.390411,Debit Card,389.38,389.38
TRANS01556,CUST0546,PROD0128,1,2025-05-27 21:52:58.390414,Credit Card,663.09,663.09
TRANS01557,CUST0535,PROD0244,1,2024-12-14 21:52:58.390417,Debit Card,71.42,71.42
TRANS01558,CUST0539,PROD0105,4,2025-07-16 21:52:58.390420,Boleto,401.98,1607.92
TRANS01559,CUST0483,PROD0320,2,2025-03-16 21:52:58.390424,Boleto,695.13,1390.26
TRANS01560,CUST0975,PROD0121,2,2024-10-02 21:52:58.390427,Bank Transfer,457.22,914.44
TRANS01561,CUST0999,PROD0317,3,2024-12-29 21:52:58.390430,Credit Card,806.12,2418.36
TRANS01562,CUST0015,PROD0181,2,2025-01-15 21:52:58.390433,Credit Card,49.88,99.76
TRANS01563,CUST0570,PROD0102,4,2024-12-13 21:52:58.390437,Bank Transfer,705.09,2820.36
TRANS01564,CUST0976,PROD0315,4,2024-11-19 21:52:58.390440,Credit Card,582.58,2330.32
TRANS01565,CUST0242,PROD0301,4,2024-08-02 21:52:58.390443,Credit Card,784.6,3138.4
TRANS01566,CUST0949,PROD0260,1,2025-05-10 21:52:58.390446,Debit Card,303.65,303.65
TRANS01567,CUST0206,PROD0112,3,2024-09-01 21:52:58.390449,Credit Card,588.7,1766.1000000000001
TRANS01568,CUST0911,PROD0405,4,2025-04-26 21:52:58.390453,Bank Transfer,522.9,2091.6
TRANS01569,CUST0270,PROD0473,2,2025-02-25 21:52:58.390456,Debit Card,382.91,765.82
TRANS01570,CUST0760,PROD0436,2,2025-06-06 21:52:58.390459,Debit Card,246.68,493.36
TRANS01571,CUST0993,PROD0069,2,2024-11-20 21:52:58.390463,Bank Transfer,483.71,967.42
TRANS01572,CUST0778,PROD0159,4,2025-07-14 21:52:58.390466,Credit Card,303.36,1213.44
TRANS01573,CUST0704,PROD0239,4,2025-04-14 21:52:58.390469,Debit Card,488.46,1953.84
TRANS01574,CUST0846,PROD0010,2,2025-05-19 21:52:58.390472,Credit Card,112.4,224.8
TRANS01575,CUST0729,PROD0137,4,2024-12-01 21:52:58.390475,Debit Card,482.64,1930.56
TRANS01576,CUST0114,PROD0494,2,2025-06-29 21:52:58.390479,Credit Card,128.75,257.5
TRANS01577,CUST0579,PROD0166,1,2024-11-20 21:52:58.390482,Debit Card,757.58,757.58
TRANS01578,CUST0298,PROD0246,4,2024-07-22 21:52:58.390485,Boleto,578.13,2312.52
TRANS01579,CUST0836,PROD0353,1,2025-05-04 21:52:58.390488,Credit Card,568.25,568.25
TRANS01580,CUST0482,PROD0030,1,2024-08-19 21:52:58.390492,Credit Card,247.9,247.9
TRANS01581,CUST0396,PROD0011,4,2025-01-29 21:52:58.390495,Credit Card,408.01,1632.04
TRANS01582,CUST0393,PROD0242,2,2024-10-26 21:52:58.390499,Credit Card,153.87,307.74
TRANS01583,CUST0074,PROD0107,3,2025-02-07 21:52:58.390502,Credit Card,459.64,1378.92
TRANS01584,CUST0977,PROD0335,1,2024-08-14 21:52:58.390505,Bank Transfer,991.62,991.62
TRANS01585,CUST0481,PROD0421,4,2025-01-29 21:52:58.390509,Credit Card,682.28,2729.12
TRANS01586,CUST0102,PROD0322,1,2024-12-23 21:52:58.390512,Credit Card,421.66,421.66
TRANS01587,CUST0296,PROD0193,2,2024-07-25 21:52:58.390515,Debit Card,816.24,1632.48
TRANS01588,CUST0177,PROD0307,4,2025-07-08 21:52:58.390519,Credit Card,405.34,1621.36
TRANS01589,CUST0214,PROD0132,3,2024-08-05 21:52:58.390522,Credit Card,815.59,2446.77
TRANS01590,CUST0966,PROD0394,4,2024-09-16 21:52:58.390525,Debit Card,276.11,1104.44
TRANS01591,CUST0314,PROD0280,1,2025-03-24 21:52:58.390529,Debit Card,421.29,421.29
TRANS01592,CUST0038,PROD0290,4,2025-02-15 21:52:58.390532,Credit Card,244.55,978.2
TRANS01593,CUST0258,PROD0162,4,2025-04-21 21:52:58.390535,Credit Card,438.44,1753.76
TRANS01594,CUST0715,PROD0277,1,2025-04-13 21:52:58.390539,Credit Card,645.4,645.4
TRANS01595,CUST0006,PROD0420,3,2024-11-28 21:52:58.390542,Credit Card,666.4,1999.1999999999998
TRANS01596,CUST0048,PROD0469,2,2025-01-12 21:52:58.390545,Credit Card,898.03,1796.06
TRANS01597,CUST0537,PROD0438,4,2025-03-25 21:52:58.390548,Debit Card,762.41,3049.64
TRANS01598,CUST0160,PROD0202,3,2024-10-16 21:52:58.390551,Bank Transfer,389.38,1168.1399999999999
TRANS01599,CUST0868,PROD0095,2,2025-06-18 21:52:58.390555,Credit Card,560.9,1121.8
TRANS01600,CUST0175,PROD0482,1,2024-12-26 21:52:58.390558,Debit Card,309.44,309.44
TRANS01601,CUST0590,PROD0222,3,2025-07-15 21:52:58.390561,Credit Card,575.89,1727.67
TRANS01602,CUST0001,PROD0236,3,2025-04-30 21:52:58.390564,Debit Card,60.64,181.92000000000002
TRANS01603,CUST0894,PROD0116,4,2024-08-27 21:52:58.390568,Debit Card,345.91,1383.64
